"ID","IdadeResponsavel","RendaAntes","RendaMensal","NumeroFilhos","Vulneravel","EvasaoEscolar","TemInternet","SexoResponsavel","Regiao"
9247,25,1152.87,1300,5,"Sim","Não","Sim","Feminino","Urbana"
9248,41,1290.52,1600,4,"Não","Sim","Sim","Masculino","Urbana"
9249,24,1342.45,1500,3,"Não","Não","Sim","Masculino","Urbana"
9250,43,1585.62,1800,3,"Não","Não","Sim","Feminino","Urbana"
9251,29,1780.16,1900,1,"Não","Não","Sim","Feminino","Urbana"
9252,44,1610.47,1800,1,"Não","Não","Sim","Feminino","Urbana"
9253,52,2550.88,2700,1,"Não","Não","Sim","Masculino","Urbana"
9254,24,1658.45,1900,3,"Não","Não","Sim","Feminino","Rural"
9255,31,1684.17,1900,3,"Não","Não","Sim","Feminino","Urbana"
9256,28,1237.56,1400,0,"Sim","Não","Não","Feminino","Urbana"
9257,42,2036.18,2300,3,"Não","Não","Sim","Feminino","Urbana"
9258,50,1663.91,1800,2,"Não","Não","Sim","Masculino","Urbana"
9259,42,2821.55,3000,5,"Não","Não","Não","Feminino","Urbana"
9260,73,1082.68,1300,3,"Sim","Sim","Não","Feminino","Urbana"
9261,39,1689.4,1900,0,"Não","Não","Sim","Feminino","Urbana"
9262,42,1191.11,1400,2,"Sim","Sim","Não","Feminino","Urbana"
9263,38,1937.7,2100,1,"Não","Sim","Sim","Feminino","Urbana"
9264,46,2618.76,2900,0,"Não","Sim","Sim","Feminino","Urbana"
9265,39,2539.2,2700,1,"Não","Não","Sim","Feminino","Urbana"
9266,38,1465.19,1600,2,"Sim","Sim","Não","Feminino","Urbana"
9267,35,2606.45,2700,5,"Não","Não","Sim","Feminino","Urbana"
9268,32,519.52,700,2,"Sim","Sim","Não","Feminino","Urbana"
9269,53,2589.47,2700,2,"Não","Não","Sim","Masculino","Urbana"
9270,46,2333.59,2500,5,"Não","Não","Sim","Feminino","Rural"
9271,54,1373.02,1600,2,"Sim","Sim","Sim","Feminino","Urbana"
9272,35,1387.12,1600,1,"Não","Não","Sim","Feminino","Urbana"
9273,43,1458.49,1700,5,"Não","Não","Sim","Feminino","Rural"
9274,44,790.83,1000,5,"Sim","Sim","Sim","Feminino","Urbana"
9275,24,1624.43,1800,0,"Não","Não","Não","Masculino","Urbana"
9276,50,1717.65,1900,1,"Não","Não","Sim","Masculino","Urbana"
9277,41,1704.51,1900,1,"Não","Não","Sim","Feminino","Urbana"
9278,45,1872.34,2100,3,"Não","Não","Sim","Feminino","Urbana"
9279,46,1172.53,1400,1,"Não","Não","Sim","Feminino","Rural"
9280,42,1388.63,1600,1,"Não","Não","Não","Feminino","Urbana"
9281,26,887.34,1100,0,"Não","Não","Sim","Feminino","Rural"
9282,47,2600.47,2800,6,"Sim","Sim","Sim","Feminino","Urbana"
9283,47,2443.25,2700,1,"Não","Não","Sim","Feminino","Rural"
9284,38,1538.37,1700,2,"Sim","Não","Sim","Feminino","Urbana"
9285,48,1147.2,1300,2,"Sim","Sim","Sim","Masculino","Urbana"
9286,40,1288.9,1500,1,"Não","Não","Sim","Feminino","Urbana"
9287,23,2399.11,2600,3,"Não","Não","Sim","Feminino","Urbana"
9288,46,1498.35,1600,0,"Não","Sim","Não","Feminino","Rural"
9289,43,337.75,100,2,"Sim","Sim","Sim","Feminino","Rural"
9290,51,2625.83,2900,2,"Sim","Sim","Não","Masculino","Urbana"
9291,28,2452.92,2600,0,"Não","Não","Sim","Feminino","Rural"
9292,33,1699.76,1900,3,"Não","Não","Sim","Masculino","Urbana"
9293,27,1060.92,1200,3,"Sim","Não","Sim","Feminino","Rural"
9294,33,812.52,1000,4,"Sim","Sim","Não","Feminino","Urbana"
9295,46,1753.37,2000,3,"Não","Não","Sim","Feminino","Urbana"
9296,49,2079.99,2200,0,"Sim","Não","Sim","Feminino","Rural"
9297,37,2277.1,2500,3,"Não","Não","Sim","Feminino","Rural"
9298,34,2249.56,2500,0,"Não","Não","Sim","Feminino","Urbana"
9299,29,1533.59,1700,3,"Não","Não","Sim","Feminino","Urbana"
9300,58,1805.97,2100,2,"Sim","Não","Sim","Feminino","Urbana"
9301,50,1475.61,1700,2,"Sim","Não","Não","Feminino","Urbana"
9302,29,2194.2,2400,1,"Não","Não","Sim","Feminino","Urbana"
9303,41,1139.25,1400,3,"Sim","Não","Sim","Feminino","Rural"
9304,38,1086.53,1300,1,"Não","Não","Não","Feminino","Urbana"
9305,40,1152.83,1400,5,"Sim","Sim","Sim","Feminino","Rural"
9306,44,1358.08,1500,2,"Não","Não","Sim","Feminino","Urbana"
9307,62,1172.12,1400,2,"Sim","Sim","Não","Feminino","Urbana"
9308,51,1051.27,1300,1,"Não","Não","Sim","Feminino","Urbana"
9309,44,2239.61,2500,0,"Não","Não","Não","Feminino","Urbana"
9310,31,2487.9,2700,3,"Não","Não","Não","Feminino","Urbana"
9311,56,3004.2,3200,3,"Sim","Sim","Não","Feminino","Urbana"
9312,46,1526.79,1700,4,"Sim","Sim","Não","Feminino","Urbana"
9313,43,2943.11,3100,6,"Sim","Não","Sim","Feminino","Urbana"
9314,36,830.97,1000,0,"Não","Não","Sim","Feminino","Urbana"
9315,25,2775.64,3000,2,"Não","Não","Sim","Masculino","Urbana"
9316,49,1736.38,1900,1,"Não","Sim","Não","Feminino","Urbana"
9317,39,1909.08,2100,0,"Não","Sim","Sim","Feminino","Rural"
9318,51,1529.77,1800,3,"Não","Não","Não","Feminino","Rural"
9319,51,1921.46,2200,1,"Não","Não","Sim","Feminino","Rural"
9320,39,2615.02,2800,2,"Sim","Sim","Não","Feminino","Urbana"
9321,36,1849.6,2100,0,"Não","Não","Sim","Feminino","Urbana"
9322,54,1855.05,2100,3,"Não","Não","Sim","Masculino","Urbana"
9323,46,1369.12,1500,4,"Não","Não","Sim","Feminino","Urbana"
9324,42,1821.51,2100,1,"Sim","Não","Não","Feminino","Urbana"
9325,53,1160,1400,1,"Não","Não","Sim","Masculino","Urbana"
9326,60,1700.53,1900,1,"Não","Não","Sim","Feminino","Urbana"
9327,26,641.6,900,2,"Sim","Sim","Não","Masculino","Urbana"
9328,44,2737.31,2900,4,"Não","Não","Sim","Masculino","Urbana"
9329,51,1236.73,1400,3,"Sim","Não","Sim","Masculino","Urbana"
9330,34,748.23,1000,4,"Sim","Não","Não","Feminino","Urbana"
9331,35,996.28,1200,3,"Sim","Não","Não","Feminino","Rural"
9332,27,538.75,700,4,"Sim","Sim","Não","Feminino","Urbana"
9333,39,2615.9,2800,3,"Sim","Sim","Sim","Masculino","Urbana"
9334,34,1807.79,2000,2,"Não","Não","Sim","Feminino","Urbana"
9335,28,2171.67,2400,1,"Sim","Sim","Sim","Feminino","Urbana"
9336,57,1912.13,2100,2,"Sim","Sim","Sim","Feminino","Urbana"
9337,28,1848.55,2000,1,"Não","Não","Sim","Feminino","Urbana"
9338,41,1410.47,1600,3,"Não","Não","Não","Feminino","Urbana"
9339,41,1160.64,1400,0,"Sim","Não","Sim","Feminino","Urbana"
9340,46,1113.41,1400,2,"Sim","Não","Não","Masculino","Urbana"
9341,29,971.36,1100,1,"Sim","Não","Sim","Feminino","Urbana"
9342,43,1998.39,2100,1,"Não","Não","Sim","Feminino","Urbana"
9343,63,2681.21,2900,1,"Não","Não","Não","Feminino","Rural"
9344,55,1408.23,1600,4,"Não","Sim","Sim","Masculino","Urbana"
9345,33,1683.03,1900,3,"Não","Não","Sim","Feminino","Urbana"
9346,37,2291.68,2400,3,"Sim","Sim","Sim","Feminino","Rural"
9347,43,835.39,1100,3,"Sim","Sim","Sim","Masculino","Urbana"
9348,47,1668.29,1900,1,"Sim","Sim","Sim","Feminino","Rural"
9349,44,1459.63,1700,5,"Não","Não","Sim","Feminino","Urbana"
9350,38,1446.07,1600,1,"Sim","Sim","Não","Masculino","Urbana"
9351,48,2041.75,2200,2,"Sim","Sim","Não","Feminino","Urbana"
9352,35,2337.74,2500,1,"Não","Não","Sim","Feminino","Urbana"
9353,41,1907.4,2100,2,"Sim","Sim","Não","Masculino","Urbana"
9354,43,1531.58,1700,3,"Não","Não","Sim","Feminino","Urbana"
9355,41,1406.46,1600,5,"Sim","Não","Não","Feminino","Rural"
9356,49,2207.61,2400,1,"Sim","Sim","Não","Feminino","Urbana"
9357,33,1321.89,1500,2,"Sim","Sim","Não","Masculino","Rural"
9358,34,1701.63,1900,0,"Não","Não","Sim","Masculino","Urbana"
9359,43,923.77,1100,1,"Não","Não","Sim","Feminino","Rural"
9360,35,1070.58,1300,2,"Sim","Não","Sim","Feminino","Urbana"
9361,46,530.22,800,0,"Não","Sim","Sim","Feminino","Urbana"
9362,28,1121.4,1400,2,"Sim","Sim","Não","Feminino","Rural"
9363,37,1097.64,1300,2,"Sim","Sim","Sim","Feminino","Urbana"
9364,21,1424.6,1600,2,"Não","Não","Sim","Feminino","Urbana"
9365,59,2932.79,3100,1,"Não","Não","Sim","Masculino","Urbana"
9366,43,2276.82,2500,4,"Sim","Sim","Não","Feminino","Urbana"
9367,42,2065.7,2300,1,"Não","Não","Sim","Feminino","Urbana"
9368,36,1202.64,1400,2,"Sim","Sim","Sim","Feminino","Urbana"
9369,37,1219.84,1500,2,"Sim","Não","Não","Feminino","Rural"
9370,22,1435.93,1700,2,"Não","Não","Não","Feminino","Urbana"
9371,39,2184.37,2400,2,"Não","Não","Sim","Masculino","Urbana"
9372,36,1194.55,1400,2,"Sim","Não","Não","Feminino","Urbana"
9373,44,2089.47,2300,2,"Sim","Sim","Sim","Feminino","Urbana"
9374,34,866.05,1100,1,"Não","Não","Não","Masculino","Urbana"
9375,43,584.74,800,2,"Sim","Não","Sim","Masculino","Rural"
9376,43,1768.51,2000,1,"Não","Não","Não","Feminino","Urbana"
9377,57,3141.26,3300,2,"Sim","Sim","Não","Feminino","Urbana"
9378,45,1113.55,1300,2,"Sim","Sim","Não","Feminino","Urbana"
9379,50,1930.63,2100,3,"Sim","Não","Não","Masculino","Urbana"
9380,46,438.02,700,3,"Sim","Não","Sim","Feminino","Urbana"
9381,33,1438.5,1600,1,"Sim","Sim","Não","Feminino","Rural"
9382,35,654.47,800,0,"Não","Não","Sim","Feminino","Urbana"
9383,38,723.9,900,2,"Sim","Não","Sim","Feminino","Rural"
9384,28,2407.08,2500,3,"Não","Sim","Sim","Feminino","Urbana"
9385,50,2186.05,2400,3,"Não","Não","Não","Feminino","Urbana"
9386,39,46.3,200,2,"Sim","Sim","Não","Feminino","Urbana"
9387,41,2684.68,2900,3,"Não","Sim","Não","Feminino","Urbana"
9388,42,1412.02,1600,4,"Sim","Sim","Não","Feminino","Urbana"
9389,52,1648.93,1800,1,"Não","Não","Não","Feminino","Rural"
9390,37,2039.01,2300,4,"Não","Não","Sim","Feminino","Urbana"
9391,30,290.84,500,2,"Sim","Sim","Sim","Feminino","Urbana"
9392,46,2000.77,2200,1,"Sim","Não","Não","Masculino","Rural"
9393,29,2252.27,2500,0,"Não","Não","Sim","Masculino","Urbana"
9394,38,1724.46,1900,1,"Não","Não","Sim","Feminino","Rural"
9395,41,1156.23,1400,1,"Sim","Sim","Não","Feminino","Urbana"
9396,23,2765.73,3000,2,"Não","Não","Sim","Feminino","Urbana"
9397,40,1619.33,1900,0,"Não","Não","Não","Feminino","Rural"
9398,51,697.4,900,2,"Sim","Não","Sim","Feminino","Urbana"
9399,46,2029.82,2200,1,"Não","Não","Sim","Feminino","Urbana"
9400,46,1604.44,1800,2,"Sim","Sim","Não","Feminino","Rural"
9401,39,1503.15,1800,2,"Não","Não","Sim","Feminino","Urbana"
9402,44,966.6,1200,0,"Não","Não","Sim","Masculino","Urbana"
9403,35,1679.51,1900,1,"Não","Não","Não","Feminino","Urbana"
9404,54,1395.81,1600,1,"Não","Não","Sim","Feminino","Urbana"
9405,38,2100.38,2300,3,"Não","Sim","Sim","Feminino","Urbana"
9406,57,1902.06,2100,2,"Sim","Sim","Sim","Feminino","Urbana"
9407,20,2313.18,2500,1,"Não","Não","Sim","Feminino","Urbana"
9408,35,1987.33,2100,4,"Sim","Sim","Não","Feminino","Urbana"
9409,43,3343.08,3600,3,"Não","Não","Sim","Feminino","Urbana"
9410,60,2375.2,2600,4,"Sim","Não","Sim","Feminino","Urbana"
9411,31,2838.78,3100,2,"Não","Não","Sim","Feminino","Urbana"
9412,42,1971.17,2200,4,"Sim","Sim","Não","Feminino","Urbana"
9413,33,880.33,1100,1,"Sim","Não","Não","Masculino","Urbana"
9414,33,1555,1700,2,"Sim","Sim","Não","Masculino","Rural"
9415,50,2299.69,2500,2,"Não","Não","Sim","Feminino","Urbana"
9416,39,1649.24,1900,1,"Não","Não","Sim","Masculino","Urbana"
9417,28,1947.21,2100,4,"Não","Não","Sim","Feminino","Urbana"
9418,42,1260.75,1500,4,"Não","Não","Sim","Feminino","Rural"
9419,44,2351.45,2600,3,"Não","Não","Sim","Feminino","Urbana"
9420,33,2105.34,2300,2,"Não","Não","Sim","Masculino","Urbana"
9421,37,1278.02,1500,3,"Não","Não","Sim","Feminino","Urbana"
9422,54,1008.9,1200,3,"Sim","Não","Não","Feminino","Rural"
9423,38,1083.56,1300,2,"Sim","Não","Não","Feminino","Urbana"
9424,13,799.6,1100,1,"Sim","Sim","Não","Masculino","Urbana"
9425,48,1388.45,1600,2,"Não","Não","Sim","Feminino","Urbana"
9426,33,1093.55,1200,3,"Sim","Sim","Não","Feminino","Urbana"
9427,41,1666.08,1800,0,"Não","Sim","Sim","Masculino","Rural"
9428,46,871.02,1100,3,"Sim","Sim","Não","Feminino","Urbana"
9429,17,2391.55,2600,2,"Sim","Não","Sim","Feminino","Rural"
9430,57,2013.6,2200,3,"Não","Não","Não","Feminino","Urbana"
9431,59,882.73,1100,0,"Não","Sim","Sim","Feminino","Urbana"
9432,31,1739.33,2000,1,"Não","Não","Não","Feminino","Urbana"
9433,50,2866.99,3100,2,"Não","Não","Não","Masculino","Urbana"
9434,67,3151.24,3300,1,"Não","Não","Sim","Feminino","Urbana"
9435,29,2094.35,2300,2,"Não","Não","Sim","Feminino","Urbana"
9436,48,1716.47,2000,1,"Não","Não","Sim","Feminino","Urbana"
9437,30,1775.2,2000,2,"Não","Não","Sim","Feminino","Urbana"
9438,34,2721.52,2900,2,"Sim","Sim","Não","Feminino","Rural"
9439,36,2033.62,2300,1,"Não","Não","Não","Feminino","Rural"
9440,38,1115.64,1300,2,"Sim","Sim","Não","Feminino","Urbana"
9441,55,1238.06,1500,1,"Sim","Não","Sim","Masculino","Rural"
9442,52,920.37,1100,1,"Não","Não","Sim","Feminino","Rural"
9443,51,1692.78,1900,1,"Não","Não","Não","Feminino","Urbana"
9444,45,1772.31,1900,3,"Não","Sim","Sim","Feminino","Urbana"
9445,49,3256.32,3400,1,"Não","Não","Sim","Feminino","Urbana"
9446,38,558.89,800,1,"Não","Sim","Não","Masculino","Urbana"
9447,35,1658.74,1800,6,"Não","Não","Sim","Feminino","Urbana"
9448,31,1918.6,2100,2,"Não","Não","Sim","Feminino","Rural"
9449,31,204.58,200,1,"Não","Não","Sim","Feminino","Rural"
9450,49,1322.31,1500,4,"Não","Sim","Sim","Feminino","Urbana"
9451,35,2449.55,2700,1,"Sim","Sim","Sim","Feminino","Urbana"
9452,28,960.99,1200,2,"Sim","Não","Sim","Feminino","Urbana"
9453,56,2225.27,2500,2,"Não","Não","Sim","Feminino","Urbana"
9454,56,2075.61,2300,0,"Sim","Sim","Não","Feminino","Urbana"
9455,52,2813.34,3000,5,"Não","Não","Sim","Feminino","Urbana"
9456,39,1196.29,1400,2,"Sim","Não","Sim","Feminino","Rural"
9457,23,1785.96,2000,1,"Não","Não","Sim","Feminino","Urbana"
9458,49,974.72,1200,4,"Sim","Sim","Sim","Feminino","Urbana"
9459,41,3332.25,3500,3,"Sim","Não","Não","Masculino","Rural"
9460,34,1971.47,2200,2,"Sim","Não","Não","Feminino","Urbana"
9461,41,1631,1900,3,"Sim","Não","Não","Masculino","Urbana"
9462,36,1450.51,1700,2,"Não","Sim","Não","Feminino","Rural"
9463,50,1747.02,2000,2,"Não","Não","Sim","Feminino","Rural"
9464,27,529.39,700,2,"Sim","Sim","Sim","Feminino","Urbana"
9465,52,1908.79,2100,1,"Não","Não","Sim","Feminino","Urbana"
9466,36,2504.04,2700,1,"Não","Não","Não","Feminino","Rural"
9467,46,2082.05,2200,0,"Não","Não","Não","Feminino","Rural"
9468,33,1285.49,1500,2,"Sim","Não","Não","Masculino","Rural"
9469,47,1838.46,2000,1,"Não","Não","Sim","Feminino","Urbana"
9470,24,2100.16,2200,1,"Sim","Não","Não","Feminino","Urbana"
9471,29,2609.43,2800,2,"Não","Não","Sim","Feminino","Rural"
9472,53,390.43,600,2,"Sim","Sim","Sim","Masculino","Urbana"
9473,14,770.81,1000,1,"Não","Não","Sim","Feminino","Urbana"
9474,47,1580.91,1800,1,"Sim","Não","Não","Masculino","Urbana"
9475,40,893.99,1100,0,"Sim","Não","Não","Masculino","Urbana"
9476,28,1695.97,1900,3,"Sim","Não","Não","Feminino","Urbana"
9477,34,789,1000,1,"Não","Não","Não","Masculino","Rural"
9478,43,1340.37,1600,1,"Não","Não","Sim","Masculino","Rural"
9479,38,779.38,1000,2,"Sim","Não","Sim","Feminino","Rural"
9480,44,683.04,800,1,"Não","Não","Sim","Feminino","Urbana"
9481,44,1621.07,1900,1,"Não","Não","Sim","Masculino","Urbana"
9482,63,876.27,1100,1,"Sim","Não","Sim","Feminino","Urbana"
9483,35,2978.59,3200,2,"Não","Não","Sim","Feminino","Urbana"
9484,46,1537.17,1800,2,"Não","Não","Sim","Masculino","Urbana"
9485,38,2111,2300,3,"Sim","Não","Sim","Masculino","Urbana"
9486,27,1230.37,1500,5,"Sim","Sim","Sim","Feminino","Rural"
9487,44,2510.3,2700,1,"Não","Não","Não","Feminino","Urbana"
9488,23,2357.9,2500,2,"Não","Sim","Sim","Feminino","Urbana"
9489,48,1835.01,2100,1,"Não","Não","Sim","Feminino","Urbana"
9490,41,382.28,600,0,"Não","Não","Sim","Masculino","Rural"
9491,46,830.28,1000,1,"Não","Não","Sim","Feminino","Urbana"
9492,31,1827.22,2000,1,"Não","Não","Não","Feminino","Rural"
9493,37,1650.86,1900,3,"Não","Não","Sim","Feminino","Rural"
9494,30,1562.07,1800,3,"Não","Não","Sim","Feminino","Urbana"
9495,50,2588.67,2800,1,"Não","Não","Não","Masculino","Urbana"
9496,25,2488.8,2700,3,"Sim","Sim","Não","Feminino","Rural"
9497,48,932.2,1100,1,"Sim","Não","Sim","Masculino","Rural"
9498,43,1205.16,1400,2,"Sim","Sim","Sim","Masculino","Rural"
9499,49,1946.42,2100,1,"Não","Não","Não","Feminino","Urbana"
9500,43,1810.93,2000,3,"Não","Não","Sim","Masculino","Urbana"
9501,48,253.13,400,1,"Não","Não","Sim","Feminino","Urbana"
9502,38,720.97,1000,2,"Sim","Não","Não","Feminino","Urbana"
9503,30,1891.02,2100,0,"Não","Não","Sim","Feminino","Urbana"
9504,19,2566.48,2700,3,"Não","Sim","Sim","Feminino","Urbana"
9505,56,2033.99,2200,3,"Não","Não","Sim","Masculino","Urbana"
9506,53,17.78,200,2,"Sim","Sim","Não","Masculino","Urbana"
9507,22,1218.55,1400,3,"Sim","Sim","Não","Masculino","Rural"
9508,51,871.63,1000,2,"Sim","Sim","Não","Masculino","Urbana"
9509,34,798.3,1000,2,"Sim","Sim","Sim","Feminino","Urbana"
9510,45,1581.42,1900,1,"Não","Sim","Sim","Feminino","Urbana"
9511,35,1001.37,1200,1,"Não","Não","Sim","Feminino","Urbana"
9512,56,986.25,1200,3,"Sim","Não","Sim","Feminino","Urbana"
9513,53,2491.33,2700,1,"Não","Não","Sim","Feminino","Rural"
9514,51,2882.31,3100,1,"Sim","Não","Não","Feminino","Urbana"
9515,36,1048.94,1300,1,"Sim","Não","Não","Feminino","Urbana"
9516,37,2634.13,2700,0,"Não","Não","Sim","Masculino","Urbana"
9517,42,2179.23,2400,2,"Sim","Não","Não","Masculino","Urbana"
9518,35,1950.2,2100,3,"Não","Não","Sim","Feminino","Rural"
9519,28,585.97,800,2,"Sim","Não","Sim","Feminino","Urbana"
9520,38,1292.84,1500,1,"Não","Não","Sim","Feminino","Urbana"
9521,29,338.13,600,3,"Sim","Não","Não","Feminino","Urbana"
9522,43,1834.07,2000,0,"Sim","Sim","Sim","Masculino","Urbana"
9523,35,1610.94,1800,4,"Não","Não","Sim","Feminino","Rural"
9524,37,1361.62,1500,1,"Não","Não","Sim","Masculino","Urbana"
9525,23,2260.78,2500,4,"Sim","Sim","Não","Feminino","Urbana"
9526,57,876.8,1100,1,"Sim","Sim","Não","Masculino","Urbana"
9527,39,1620.67,1800,1,"Não","Não","Sim","Masculino","Rural"
9528,37,2136.05,2300,4,"Sim","Sim","Não","Masculino","Urbana"
9529,52,708,900,2,"Sim","Não","Sim","Feminino","Rural"
9530,30,1408.9,1600,0,"Sim","Sim","Não","Masculino","Urbana"
9531,33,1131.17,1200,1,"Não","Não","Sim","Feminino","Urbana"
9532,47,739.34,900,1,"Não","Não","Sim","Masculino","Urbana"
9533,48,1003.51,1200,1,"Sim","Sim","Não","Feminino","Urbana"
9534,23,2308.53,2500,1,"Não","Não","Sim","Feminino","Urbana"
9535,41,285.9,500,0,"Sim","Sim","Sim","Feminino","Urbana"
9536,42,1422.67,1700,2,"Não","Não","Sim","Feminino","Rural"
9537,42,1535.17,1700,1,"Não","Não","Sim","Feminino","Urbana"
9538,51,743.07,1000,0,"Não","Não","Sim","Feminino","Rural"
9539,26,1534.43,1700,2,"Não","Não","Não","Feminino","Urbana"
9540,36,1033.91,1200,2,"Sim","Sim","Não","Feminino","Urbana"
9541,26,562.76,800,3,"Sim","Não","Não","Feminino","Urbana"
9542,38,2154.83,2400,2,"Não","Não","Sim","Feminino","Urbana"
9543,28,1720.94,1800,1,"Não","Não","Não","Feminino","Urbana"
9544,38,1431.84,1600,4,"Não","Não","Sim","Feminino","Urbana"
9545,43,1463.19,1700,4,"Não","Não","Sim","Feminino","Urbana"
9546,46,687.83,800,3,"Sim","Não","Não","Feminino","Urbana"
9547,38,580.73,800,1,"Sim","Sim","Não","Feminino","Urbana"
9548,40,2416.2,2600,2,"Sim","Não","Não","Feminino","Urbana"
9549,39,2013.7,2200,2,"Não","Não","Sim","Feminino","Rural"
9550,36,1273.92,1500,2,"Sim","Sim","Não","Feminino","Rural"
9551,40,2501.63,2700,1,"Sim","Sim","Sim","Masculino","Urbana"
9552,25,1787.68,2000,0,"Não","Não","Sim","Feminino","Rural"
9553,26,1425.42,1700,3,"Sim","Não","Sim","Feminino","Urbana"
9554,37,1716.73,1900,2,"Não","Não","Sim","Masculino","Rural"
9555,22,2286.03,2500,1,"Não","Não","Sim","Feminino","Rural"
9556,46,1271.17,1500,3,"Não","Não","Sim","Masculino","Urbana"
9557,26,2719.6,3000,2,"Não","Não","Sim","Feminino","Rural"
9558,39,1415.7,1600,4,"Não","Não","Sim","Masculino","Urbana"
9559,39,1802.33,2000,7,"Não","Não","Sim","Feminino","Urbana"
9560,58,2198.62,2300,2,"Não","Sim","Não","Masculino","Urbana"
9561,30,2176.62,2300,1,"Não","Sim","Não","Feminino","Urbana"
9562,27,1872.72,2100,2,"Não","Não","Sim","Feminino","Rural"
9563,56,850.64,1100,4,"Sim","Sim","Não","Feminino","Rural"
9564,22,1771.66,2000,1,"Sim","Sim","Não","Feminino","Urbana"
9565,36,558.25,800,0,"Não","Não","Sim","Feminino","Urbana"
9566,50,2581.58,2800,1,"Não","Não","Sim","Feminino","Urbana"
9567,40,2188.88,2300,3,"Não","Não","Sim","Feminino","Rural"
9568,41,1236.94,1500,0,"Não","Não","Sim","Feminino","Urbana"
9569,53,1641.97,1800,0,"Sim","Sim","Não","Feminino","Urbana"
9570,46,1904.32,2100,1,"Não","Não","Sim","Feminino","Urbana"
9571,27,378.34,600,3,"Sim","Sim","Não","Masculino","Urbana"
9572,42,2325.79,2500,1,"Não","Não","Sim","Feminino","Urbana"
9573,32,1168.31,1400,4,"Sim","Sim","Não","Masculino","Rural"
9574,47,2043.69,2300,0,"Sim","Não","Sim","Feminino","Urbana"
9575,41,1880.58,2000,1,"Não","Não","Sim","Feminino","Urbana"
9576,40,1232.69,1500,1,"Não","Não","Sim","Masculino","Urbana"
9577,21,216.02,200,1,"Sim","Não","Sim","Feminino","Urbana"
9578,46,2256.66,2400,7,"Não","Não","Não","Masculino","Urbana"
9579,43,1234.3,1400,1,"Não","Não","Sim","Feminino","Urbana"
9580,25,1413.39,1600,2,"Não","Não","Sim","Feminino","Urbana"
9581,33,1969.12,2200,1,"Sim","Sim","Não","Feminino","Urbana"
9582,34,1496.92,1700,1,"Não","Não","Sim","Masculino","Urbana"
9583,46,355.11,500,1,"Sim","Sim","Sim","Masculino","Urbana"
9584,24,1831.43,2000,1,"Não","Não","Sim","Feminino","Urbana"
9585,27,1537.26,1700,1,"Não","Não","Não","Feminino","Urbana"
9586,44,923.82,1100,1,"Não","Não","Sim","Feminino","Urbana"
9587,40,2267.21,2400,4,"Sim","Sim","Sim","Feminino","Urbana"
9588,37,766.3,900,2,"Sim","Sim","Não","Feminino","Urbana"
9589,43,256.76,500,3,"Sim","Sim","Não","Feminino","Rural"
9590,37,1272.45,1500,1,"Sim","Não","Não","Masculino","Urbana"
9591,22,2335.7,2500,1,"Não","Não","Sim","Masculino","Urbana"
9592,28,1285.8,1500,2,"Não","Não","Sim","Masculino","Rural"
9593,45,1100.27,1300,1,"Não","Não","Sim","Feminino","Urbana"
9594,28,297.43,500,3,"Sim","Não","Não","Feminino","Urbana"
9595,54,1810.51,2100,1,"Sim","Sim","Sim","Feminino","Rural"
9596,55,737.58,900,3,"Sim","Não","Não","Feminino","Urbana"
9597,25,1947.9,2100,2,"Sim","Sim","Não","Feminino","Urbana"
9598,50,1893.28,2100,3,"Não","Não","Não","Feminino","Urbana"
9599,41,302.99,100,4,"Sim","Sim","Não","Feminino","Urbana"
9600,43,830.08,1000,5,"Sim","Sim","Não","Feminino","Urbana"
9601,41,1089.49,1300,2,"Sim","Não","Sim","Feminino","Rural"
9602,44,391.82,500,1,"Sim","Sim","Sim","Masculino","Urbana"
9603,36,665.1,900,1,"Não","Não","Sim","Feminino","Urbana"
9604,34,1755.22,2000,4,"Sim","Não","Não","Feminino","Urbana"
9605,57,1861.16,2100,3,"Não","Não","Sim","Feminino","Urbana"
9606,31,2451.09,2600,3,"Não","Sim","Sim","Feminino","Urbana"
9607,33,1847.07,2000,4,"Não","Não","Sim","Feminino","Urbana"
9608,29,2341.55,2500,2,"Não","Não","Não","Feminino","Rural"
9609,43,1378.15,1600,1,"Sim","Não","Não","Feminino","Urbana"
9610,34,1498.01,1700,4,"Sim","Não","Não","Feminino","Urbana"
9611,41,1346.72,1500,1,"Não","Não","Não","Masculino","Urbana"
9612,43,1529.33,1700,1,"Não","Não","Não","Masculino","Rural"
9613,65,2335.62,2500,1,"Não","Não","Não","Masculino","Urbana"
9614,27,2803.21,2900,2,"Não","Não","Não","Feminino","Urbana"
9615,52,2649.97,2800,0,"Não","Não","Sim","Feminino","Rural"
9616,41,1262.63,1500,2,"Não","Não","Sim","Feminino","Urbana"
9617,28,1630.71,1800,3,"Sim","Sim","Sim","Feminino","Urbana"
9618,59,2414.98,2600,2,"Não","Não","Sim","Feminino","Urbana"
9619,54,1613.79,1800,6,"Sim","Sim","Não","Masculino","Urbana"
9620,45,1135.94,1400,2,"Sim","Sim","Sim","Feminino","Urbana"
9621,59,1617.98,1800,1,"Sim","Sim","Sim","Feminino","Urbana"
9622,43,1233.53,1400,7,"Sim","Não","Sim","Masculino","Rural"
9623,37,593.76,800,1,"Não","Sim","Sim","Feminino","Urbana"
9624,50,1402.08,1600,3,"Sim","Não","Não","Feminino","Urbana"
